"Azone","Bzone","Czone","Marea"
69,413,"NA",1
69,414,"NA",1
37,415,"NA",0
37,416,"NA",0
37,417,"NA",0
46,418,"NA",0
46,419,"NA",0
46,420,"NA",0
46,421,"NA",0
37,422,"NA",0
39,423,"NA",0
18,424,"NA",1
18,425,"NA",1
18,426,"NA",1
50,427,"NA",0
50,428,"NA",0
50,429,"NA",0
40,430,"NA",0
76,431,"NA",0
40,432,"NA",0
76,433,"NA",0
76,434,"NA",0
76,435,"NA",0
40,436,"NA",0
76,437,"NA",0
76,438,"NA",0
76,439,"NA",0
76,440,"NA",0
76,441,"NA",0
80,442,"NA",2
77,443,"NA",0
77,444,"NA",0
56,445,"NA",0
56,446,"NA",0
56,447,"NA",0
56,448,"NA",0
52,449,"NA",1
52,450,"NA",1
52,451,"NA",1
52,452,"NA",1
77,453,"NA",0
64,454,"NA",1
7,455,"NA",1
68,456,"NA",1
65,457,"NA",1
4,458,"NA",1
4,459,"NA",1
4,460,"NA",1
48,461,"NA",1
48,462,"NA",1
41,463,"NA",0
41,464,"NA",0
55,465,"NA",0
55,466,"NA",0
55,467,"NA",0
9,468,"NA",1
10,469,"NA",1
10,470,"NA",1
64,471,"NA",1
64,472,"NA",1
64,473,"NA",1
64,474,"NA",1
7,475,"NA",1
21,476,"NA",1
64,477,"NA",1
45,478,"NA",0
45,479,"NA",0
67,480,"NA",1
7,481,"NA",1
31,482,"NA",1
7,483,"NA",1
21,484,"NA",1
7,485,"NA",1
21,486,"NA",1
69,487,"NA",1
40,488,"NA",0
40,489,"NA",0
40,490,"NA",0
40,491,"NA",0
40,492,"NA",0
40,493,"NA",0
40,494,"NA",0
40,495,"NA",0
76,496,"NA",0
67,497,"NA",1
67,498,"NA",1
67,499,"NA",1
67,500,"NA",1
67,501,"NA",1
67,502,"NA",1
67,503,"NA",1
67,504,"NA",1
67,505,"NA",1
67,506,"NA",1
65,507,"NA",1
65,508,"NA",1
65,509,"NA",1
63,510,"NA",1
34,511,"NA",0
44,512,"NA",0
34,513,"NA",0
44,514,"NA",0
68,515,"NA",1
7,516,"NA",1
68,517,"NA",1
69,518,"NA",1
68,519,"NA",1
67,520,"NA",1
58,521,"NA",1
66,522,"NA",1
66,523,"NA",1
67,524,"NA",1
66,525,"NA",1
66,526,"NA",1
11,527,"NA",2
11,528,"NA",2
11,529,"NA",2
53,530,"NA",2
53,531,"NA",2
28,532,"NA",2
11,533,"NA",2
53,534,"NA",2
11,535,"NA",2
11,536,"NA",2
53,537,"NA",2
11,538,"NA",2
76,539,"NA",0
76,540,"NA",0
38,541,"NA",0
11,542,"NA",2
53,543,"NA",2
26,544,"NA",2
70,545,"NA",2
11,546,"NA",2
64,547,"NA",1
64,548,"NA",1
67,549,"NA",1
67,550,"NA",1
67,551,"NA",1
67,552,"NA",1
67,553,"NA",1
68,554,"NA",1
69,555,"NA",1
69,556,"NA",1
66,557,"NA",1
68,558,"NA",1
68,559,"NA",1
69,560,"NA",1
69,561,"NA",1
69,562,"NA",1
69,563,"NA",1
69,564,"NA",1
69,565,"NA",1
66,566,"NA",1
7,567,"NA",1
13,568,"NA",1
66,569,"NA",1
68,570,"NA",1
64,571,"NA",1
68,572,"NA",1
64,573,"NA",1
64,574,"NA",1
65,575,"NA",1
38,576,"NA",0
38,577,"NA",0
38,578,"NA",0
38,579,"NA",0
38,580,"NA",0
5,581,"NA",1
66,582,"NA",1
66,583,"NA",1
66,584,"NA",1
66,585,"NA",1
66,586,"NA",1
68,587,"NA",1
68,588,"NA",1
68,589,"NA",1
68,590,"NA",1
68,591,"NA",1
68,592,"NA",1
68,593,"NA",1
68,594,"NA",1
5,595,"NA",1
5,596,"NA",1
67,597,"NA",1
67,598,"NA",1
47,599,"NA",1
17,600,"NA",1
47,601,"NA",1
17,602,"NA",1
17,603,"NA",1
17,604,"NA",1
59,605,"NA",1
32,606,"NA",1
33,607,"NA",1
33,608,"NA",1
17,609,"NA",1
33,610,"NA",1
33,611,"NA",1
33,612,"NA",1
17,613,"NA",1
33,614,"NA",1
33,615,"NA",1
33,616,"NA",1
47,617,"NA",1
73,618,"NA",0
73,619,"NA",0
32,620,"NA",1
32,621,"NA",1
59,622,"NA",1
47,623,"NA",1
47,624,"NA",1
17,625,"NA",1
59,626,"NA",1
33,627,"NA",1
33,628,"NA",1
32,629,"NA",1
17,630,"NA",1
17,631,"NA",1
59,632,"NA",1
59,633,"NA",1
59,634,"NA",1
59,635,"NA",1
60,636,"NA",0
59,637,"NA",1
32,638,"NA",1
17,639,"NA",1
59,640,"NA",1
59,641,"NA",1
59,642,"NA",1
32,643,"NA",1
32,644,"NA",1
59,645,"NA",1
59,646,"NA",1
17,647,"NA",1
32,648,"NA",1
32,649,"NA",1
32,650,"NA",1
59,651,"NA",1
17,652,"NA",1
60,653,"NA",0
32,654,"NA",1
59,655,"NA",1
72,656,"NA",0
32,657,"NA",1
32,658,"NA",1
59,659,"NA",1
59,660,"NA",1
32,661,"NA",1
33,662,"NA",1
32,663,"NA",1
32,664,"NA",1
17,665,"NA",1
17,666,"NA",1
51,667,"NA",0
11,668,"NA",2
53,669,"NA",2
11,670,"NA",2
11,671,"NA",2
11,672,"NA",2
11,673,"NA",2
11,674,"NA",2
11,675,"NA",2
67,676,"NA",1
63,677,"NA",1
65,678,"NA",1
65,679,"NA",1
65,680,"NA",1
65,681,"NA",1
7,682,"NA",1
7,683,"NA",1
55,684,"NA",0
41,685,"NA",0
7,686,"NA",1
7,687,"NA",1
7,688,"NA",1
66,689,"NA",1
66,690,"NA",1
66,691,"NA",1
66,692,"NA",1
66,693,"NA",1
66,694,"NA",1
67,695,"NA",1
67,696,"NA",1
67,697,"NA",1
18,698,"NA",1
18,699,"NA",1
52,700,"NA",1
29,701,"NA",1
40,702,"NA",0
40,703,"NA",0
40,704,"NA",0
67,705,"NA",1
66,706,"NA",1
66,707,"NA",1
66,708,"NA",1
53,709,"NA",2
11,710,"NA",2
43,711,"NA",0
43,712,"NA",0
58,713,"NA",1
43,714,"NA",0
12,715,"NA",1
11,716,"NA",2
11,717,"NA",2
11,718,"NA",2
11,719,"NA",2
11,720,"NA",2
11,721,"NA",2
11,722,"NA",2
66,723,"NA",1
5,724,"NA",1
21,725,"NA",1
63,726,"NA",1
59,727,"NA",1
18,728,"NA",1
18,729,"NA",1
65,730,"NA",1
65,731,"NA",1
65,732,"NA",1
65,733,"NA",1
65,734,"NA",1
65,735,"NA",1
63,736,"NA",1
67,737,"NA",1
17,738,"NA",1
32,739,"NA",1
17,740,"NA",1
17,741,"NA",1
56,742,"NA",0
51,743,"NA",0
35,744,"NA",0
35,745,"NA",0
51,746,"NA",0
51,747,"NA",0
51,748,"NA",0
35,749,"NA",0
35,750,"NA",0
35,751,"NA",0
51,752,"NA",0
51,753,"NA",0
51,754,"NA",0
51,755,"NA",0
51,756,"NA",0
51,757,"NA",0
68,758,"NA",1
68,759,"NA",1
64,760,"NA",1
67,761,"NA",1
67,762,"NA",1
7,763,"NA",1
67,764,"NA",1
69,765,"NA",1
65,766,"NA",1
67,767,"NA",1
67,768,"NA",1
64,769,"NA",1
65,770,"NA",1
67,771,"NA",1
66,772,"NA",1
67,773,"NA",1
69,774,"NA",1
6,775,"NA",1
46,776,"NA",0
46,777,"NA",0
41,778,"NA",0
41,779,"NA",0
65,780,"NA",1
65,781,"NA",1
65,782,"NA",1
65,783,"NA",1
65,784,"NA",1
35,785,"NA",0
33,786,"NA",1
55,787,"NA",0
55,788,"NA",0
55,789,"NA",0
5,790,"NA",1
7,791,"NA",1
66,792,"NA",1
67,793,"NA",1
65,794,"NA",1
67,795,"NA",1
63,796,"NA",1
69,797,"NA",1
7,798,"NA",1
21,799,"NA",1
11,800,"NA",2
55,801,"NA",0
55,802,"NA",0
76,803,"NA",0
80,804,"NA",2
76,805,"NA",0
76,806,"NA",0
55,807,"NA",0
55,808,"NA",0
55,809,"NA",0
79,810,"NA",1
41,811,"NA",0
55,812,"NA",0
55,813,"NA",0
79,814,"NA",1
20,815,"NA",1
20,816,"NA",1
20,817,"NA",1
52,818,"NA",1
67,819,"NA",1
67,820,"NA",1
67,821,"NA",1
67,822,"NA",1
4,823,"NA",1
67,824,"NA",1
67,825,"NA",1
67,826,"NA",1
10,827,"NA",1
10,828,"NA",1
75,829,"NA",0
29,830,"NA",1
32,831,"NA",1
54,832,"NA",1
78,833,"NA",0
78,834,"NA",0
54,835,"NA",1
78,836,"NA",0
78,837,"NA",0
78,838,"NA",0
39,839,"NA",0
39,840,"NA",0
39,841,"NA",0
39,842,"NA",0
39,843,"NA",0
39,844,"NA",0
39,845,"NA",0
31,846,"NA",1
66,847,"NA",1
13,848,"NA",1
64,849,"NA",1
18,850,"NA",1
18,851,"NA",1
77,852,"NA",0
52,853,"NA",1
52,854,"NA",1
77,855,"NA",0
77,856,"NA",0
20,857,"NA",1
18,858,"NA",1
11,859,"NA",2
11,860,"NA",2
11,861,"NA",2
18,862,"NA",1
20,863,"NA",1
66,864,"NA",1
66,865,"NA",1
66,866,"NA",1
66,867,"NA",1
7,868,"NA",1
46,869,"NA",0
46,870,"NA",0
37,871,"NA",0
37,872,"NA",0
46,873,"NA",0
37,874,"NA",0
37,875,"NA",0
37,876,"NA",0
46,877,"NA",0
37,878,"NA",0
46,879,"NA",0
76,880,"NA",0
66,881,"NA",1
66,882,"NA",1
66,883,"NA",1
66,884,"NA",1
68,885,"NA",1
68,886,"NA",1
68,887,"NA",1
68,888,"NA",1
69,889,"NA",1
69,890,"NA",1
69,891,"NA",1
65,892,"NA",1
69,893,"NA",1
69,894,"NA",1
69,895,"NA",1
68,896,"NA",1
68,897,"NA",1
35,898,"NA",0
35,899,"NA",0
35,900,"NA",0
35,901,"NA",0
35,902,"NA",0
35,903,"NA",0
35,904,"NA",0
36,905,"NA",0
36,906,"NA",0
36,907,"NA",0
52,908,"NA",1
52,909,"NA",1
52,910,"NA",1
52,911,"NA",1
18,912,"NA",1
18,913,"NA",1
52,914,"NA",1
16,915,"NA",1
20,916,"NA",1
16,917,"NA",1
52,918,"NA",1
16,919,"NA",1
52,920,"NA",1
18,921,"NA",1
18,922,"NA",1
52,923,"NA",1
18,924,"NA",1
18,925,"NA",1
20,926,"NA",1
15,927,"NA",1
15,928,"NA",1
52,929,"NA",1
18,930,"NA",1
52,931,"NA",1
18,932,"NA",1
52,933,"NA",1
52,934,"NA",1
52,935,"NA",1
15,936,"NA",1
18,937,"NA",1
18,938,"NA",1
18,939,"NA",1
18,940,"NA",1
15,941,"NA",1
52,942,"NA",1
52,943,"NA",1
52,944,"NA",1
52,945,"NA",1
15,946,"NA",1
16,947,"NA",1
69,948,"NA",1
6,949,"NA",1
6,950,"NA",1
69,951,"NA",1
41,952,"NA",0
41,953,"NA",0
64,954,"NA",1
68,955,"NA",1
68,956,"NA",1
68,957,"NA",1
11,958,"NA",2
53,959,"NA",2
67,960,"NA",1
67,961,"NA",1
66,962,"NA",1
69,963,"NA",1
67,964,"NA",1
25,965,"NA",2
53,966,"NA",2
53,967,"NA",2
66,968,"NA",1
68,969,"NA",1
67,970,"NA",1
69,971,"NA",1
7,972,"NA",1
65,973,"NA",1
5,974,"NA",1
63,975,"NA",1
67,976,"NA",1
21,977,"NA",1
6,978,"NA",1
68,979,"NA",1
65,980,"NA",1
67,981,"NA",1
67,982,"NA",1
18,983,"NA",1
29,984,"NA",1
21,985,"NA",1
68,986,"NA",1
68,987,"NA",1
68,988,"NA",1
68,989,"NA",1
37,990,"NA",0
46,991,"NA",0
37,992,"NA",0
67,993,"NA",1
66,994,"NA",1
5,995,"NA",1
69,996,"NA",1
65,997,"NA",1
65,998,"NA",1
5,999,"NA",1
66,1000,"NA",1
66,1001,"NA",1
65,1002,"NA",1
67,1003,"NA",1
66,1004,"NA",1
66,1005,"NA",1
66,1006,"NA",1
67,1007,"NA",1
67,1008,"NA",1
66,1009,"NA",1
5,1010,"NA",1
66,1011,"NA",1
66,1012,"NA",1
21,1013,"NA",1
67,1014,"NA",1
5,1015,"NA",1
5,1016,"NA",1
67,1017,"NA",1
7,1018,"NA",1
21,1019,"NA",1
17,1020,"NA",1
46,1021,"NA",0
46,1022,"NA",0
39,1023,"NA",0
39,1024,"NA",0
39,1025,"NA",0
39,1026,"NA",0
39,1027,"NA",0
39,1028,"NA",0
39,1029,"NA",0
39,1030,"NA",0
39,1031,"NA",0
39,1032,"NA",0
45,1033,"NA",0
56,1034,"NA",0
56,1035,"NA",0
56,1036,"NA",0
42,1037,"NA",0
7,1038,"NA",1
7,1039,"NA",1
7,1040,"NA",1
7,1041,"NA",1
65,1042,"NA",1
64,1043,"NA",1
64,1044,"NA",1
64,1045,"NA",1
68,1046,"NA",1
68,1047,"NA",1
67,1048,"NA",1
68,1049,"NA",1
13,1050,"NA",1
66,1051,"NA",1
67,1052,"NA",1
67,1053,"NA",1
67,1054,"NA",1
67,1055,"NA",1
6,1056,"NA",1
67,1057,"NA",1
67,1058,"NA",1
76,1059,"NA",0
40,1060,"NA",0
40,1061,"NA",0
40,1062,"NA",0
56,1063,"NA",0
42,1064,"NA",0
42,1065,"NA",0
76,1066,"NA",0
64,1067,"NA",1
64,1068,"NA",1
66,1069,"NA",1
21,1070,"NA",1
66,1071,"NA",1
66,1072,"NA",1
7,1073,"NA",1
69,1074,"NA",1
31,1075,"NA",1
7,1076,"NA",1
21,1077,"NA",1
66,1078,"NA",1
21,1079,"NA",1
41,1080,"NA",0
39,1081,"NA",0
39,1082,"NA",0
39,1083,"NA",0
39,1084,"NA",0
39,1085,"NA",0
39,1086,"NA",0
45,1087,"NA",0
39,1088,"NA",0
39,1089,"NA",0
59,1090,"NA",1
32,1091,"NA",1
67,1092,"NA",1
67,1093,"NA",1
67,1094,"NA",1
67,1095,"NA",1
67,1096,"NA",1
67,1097,"NA",1
52,1098,"NA",1
54,1099,"NA",1
78,1100,"NA",0
46,1101,"NA",0
46,1102,"NA",0
37,1103,"NA",0
46,1104,"NA",0
46,1105,"NA",0
46,1106,"NA",0
45,1107,"NA",0
45,1108,"NA",0
64,1109,"NA",1
64,1110,"NA",1
7,1111,"NA",1
67,1112,"NA",1
67,1113,"NA",1
67,1114,"NA",1
64,1115,"NA",1
64,1116,"NA",1
66,1117,"NA",1
65,1118,"NA",1
55,1119,"NA",0
41,1120,"NA",0
65,1121,"NA",1
65,1122,"NA",1
65,1123,"NA",1
65,1124,"NA",1
65,1125,"NA",1
65,1126,"NA",1
65,1127,"NA",1
65,1128,"NA",1
65,1129,"NA",1
65,1130,"NA",1
7,1131,"NA",1
66,1132,"NA",1
68,1133,"NA",1
13,1134,"NA",1
70,1135,"NA",2
70,1136,"NA",2
57,1137,"NA",2
53,1138,"NA",2
11,1139,"NA",2
53,1140,"NA",2
53,1141,"NA",2
53,1142,"NA",2
11,1143,"NA",2
11,1144,"NA",2
11,1145,"NA",2
11,1146,"NA",2
11,1147,"NA",2
22,1148,"NA",2
25,1149,"NA",2
11,1150,"NA",2
11,1151,"NA",2
11,1152,"NA",2
11,1153,"NA",2
11,1154,"NA",2
11,1155,"NA",2
11,1156,"NA",2
33,1157,"NA",1
32,1158,"NA",1
59,1159,"NA",1
35,1160,"NA",0
46,1161,"NA",0
46,1162,"NA",0
46,1163,"NA",0
46,1164,"NA",0
37,1165,"NA",0
37,1166,"NA",0
46,1167,"NA",0
35,1168,"NA",0
35,1169,"NA",0
35,1170,"NA",0
35,1171,"NA",0
35,1172,"NA",0
35,1173,"NA",0
35,1174,"NA",0
51,1175,"NA",0
71,1176,"NA",2
20,1177,"NA",1
20,1178,"NA",1
20,1179,"NA",1
13,1180,"NA",1
13,1181,"NA",1
7,1182,"NA",1
69,1183,"NA",1
69,1184,"NA",1
69,1185,"NA",1
21,1186,"NA",1
69,1187,"NA",1
68,1188,"NA",1
69,1189,"NA",1
69,1190,"NA",1
65,1191,"NA",1
52,1192,"NA",1
66,1193,"NA",1
67,1194,"NA",1
67,1195,"NA",1
66,1196,"NA",1
65,1197,"NA",1
68,1198,"NA",1
65,1199,"NA",1
67,1200,"NA",1
67,1201,"NA",1
13,1202,"NA",1
7,1203,"NA",1
53,1204,"NA",2
11,1205,"NA",2
11,1206,"NA",2
53,1207,"NA",2
48,1208,"NA",1
5,1209,"NA",1
64,1210,"NA",1
69,1211,"NA",1
13,1212,"NA",1
66,1213,"NA",1
67,1214,"NA",1
37,1215,"NA",0
54,1216,"NA",1
78,1217,"NA",0
67,1218,"NA",1
67,1219,"NA",1
67,1220,"NA",1
67,1221,"NA",1
18,1222,"NA",1
52,1223,"NA",1
75,1224,"NA",0
45,1225,"NA",0
45,1226,"NA",0
45,1227,"NA",0
74,1228,"NA",0
64,1229,"NA",1
65,1230,"NA",1
68,1231,"NA",1
64,1232,"NA",1
64,1233,"NA",1
64,1234,"NA",1
64,1235,"NA",1
65,1236,"NA",1
21,1237,"NA",1
65,1238,"NA",1
21,1239,"NA",1
67,1240,"NA",1
66,1241,"NA",1
66,1242,"NA",1
66,1243,"NA",1
7,1244,"NA",1
66,1245,"NA",1
47,1246,"NA",1
17,1247,"NA",1
59,1248,"NA",1
59,1249,"NA",1
66,1250,"NA",1
66,1251,"NA",1
65,1252,"NA",1
64,1253,"NA",1
64,1254,"NA",1
64,1255,"NA",1
64,1256,"NA",1
64,1257,"NA",1
64,1258,"NA",1
66,1259,"NA",1
37,1260,"NA",0
35,1261,"NA",0
35,1262,"NA",0
51,1263,"NA",0
51,1264,"NA",0
20,1265,"NA",1
53,1266,"NA",2
48,1267,"NA",1
48,1268,"NA",1
48,1269,"NA",1
48,1270,"NA",1
48,1271,"NA",1
48,1272,"NA",1
24,1273,"NA",2
48,1274,"NA",1
48,1275,"NA",1
48,1276,"NA",1
24,1277,"NA",2
39,1278,"NA",0
59,1279,"NA",1
69,1280,"NA",1
69,1281,"NA",1
69,1282,"NA",1
69,1283,"NA",1
69,1284,"NA",1
68,1285,"NA",1
66,1286,"NA",1
66,1287,"NA",1
21,1288,"NA",1
21,1289,"NA",1
68,1290,"NA",1
43,1291,"NA",0
43,1292,"NA",0
43,1293,"NA",0
43,1294,"NA",0
23,1295,"NA",1
12,1296,"NA",1
51,1297,"NA",0
51,1298,"NA",0
67,1299,"NA",1
67,1300,"NA",1
67,1301,"NA",1
67,1302,"NA",1
67,1303,"NA",1
34,1304,"NA",0
44,1305,"NA",0
44,1306,"NA",0
34,1307,"NA",0
44,1308,"NA",0
44,1309,"NA",0
44,1310,"NA",0
44,1311,"NA",0
44,1312,"NA",0
44,1313,"NA",0
44,1314,"NA",0
44,1315,"NA",0
44,1316,"NA",0
44,1317,"NA",0
44,1318,"NA",0
66,1319,"NA",1
64,1320,"NA",1
64,1321,"NA",1
31,1322,"NA",1
39,1323,"NA",0
45,1324,"NA",0
55,1325,"NA",0
66,1326,"NA",1
66,1327,"NA",1
66,1328,"NA",1
32,1329,"NA",1
32,1330,"NA",1
33,1331,"NA",1
32,1332,"NA",1
59,1333,"NA",1
35,1334,"NA",0
35,1335,"NA",0
35,1336,"NA",0
35,1337,"NA",0
32,1338,"NA",1
17,1339,"NA",1
59,1340,"NA",1
59,1341,"NA",1
33,1342,"NA",1
32,1343,"NA",1
32,1344,"NA",1
32,1345,"NA",1
32,1346,"NA",1
32,1347,"NA",1
55,1348,"NA",0
41,1349,"NA",0
52,1350,"NA",1
9,1351,"NA",1
49,1352,"NA",1
59,1353,"NA",1
59,1354,"NA",1
59,1355,"NA",1
32,1356,"NA",1
32,1357,"NA",1
59,1358,"NA",1
59,1359,"NA",1
59,1360,"NA",1
