B_ID,geoid10,PERCENTAGE
802,18145710800,0.99990437
465,18145710800,0.99990757
778,18145710700,0.0000448
1348,18145710700,0.0000699
811,18145710700,0.00034703
1526,18145710700,0.0006089
779,18145710700,0.00104565
952,18145710700,0.00173143
383,18145710700,0.001824
953,18145710700,0.9663465
1120,18145710700,0.99888931
685,18145710700,0.9991789
464,18145710700,0.99997672
1348,18145710602,0.00000867
464,18145710602,0.00002327
1527,18145710602,0.00070686
1080,18145710602,0.00131664
1526,18145710602,0.00220674
383,18145710602,0.99809748
952,18145710602,0.99821378
779,18145710602,0.9989544
778,18145710601,0.0000075
1349,18145710601,0.00005407
1348,18145710601,0.0000549
383,18145710601,0.00007847
953,18145710601,0.00072036
811,18145710601,0.96378793
1080,18145710601,0.96900511
1526,18145710601,0.9971843
1527,18145710601,0.99920338
467,18145710500,0.00000005
1325,18145710500,0.00010488
685,18145710500,0.00014547
1348,18145710500,0.00078895
953,18145710500,0.03293314
811,18145710500,0.03586504
463,18145710500,0.99908394
778,18145710500,0.99963885
1349,18145710500,0.99994436
1349,18145710400,0.00000156
1119,18145710400,0.0000098
802,18145710400,0.00001102
952,18145710400,0.00005485
809,18145710400,0.00008465
1527,18145710400,0.00008974
788,18145710400,0.0001063
778,18145710400,0.00027065
1080,18145710400,0.02967826
1348,18145710400,0.99899847
1325,18145710400,0.99967932
1325,18145710300,0.00006166
801,18145710300,0.00006365
808,18145710300,0.00006708
812,18145710300,0.00011151
68,18145710300,0.00012992
1597,18145710300,0.00022214
787,18145710300,0.99985777
809,18145710300,0.99985784
788,18145710300,0.9998937
789,18145710300,1
809,18145710200,0.00000016
13,18145710200,0.00000038
452,18145710200,0.0000171
909,18145710200,0.00004914
920,18145710200,0.00005569
1208,18145710200,0.00006996
1517,18145710200,0.0001104
971,18145710200,0.00013462
462,18145710200,0.00017656
1270,18145710200,0.00024838
1597,18145710200,0.99973584
801,18145710200,0.99984665
69,18145710200,0.999919
810,18145710200,1
814,18145710200,1
787,18145710100,0.00000028
1208,18145710100,0.00000245
1597,18145710100,0.00004203
69,18145710100,0.000081
107,18145710100,0.00009005
280,18145710100,0.00013334
812,18145710100,0.99983569
68,18145710100,0.99987008
808,18145710100,0.99993292
67,18145710100,0.99999998
466,18139974500,0.00000052
812,18139974500,0.00002193
787,18139974500,0.00006678
465,18139974500,0.00009243
279,18139974200,0.00002796
812,18139974200,0.00003087
107,18139974200,0.00004648
806,18139974200,0.00007399
496,18139974200,0.00077899
540,18139974100,0.0000033
806,18139974100,0.00010361
437,18139974100,0.00010375
334,18135952100,0.00000001
880,18135952100,0.0000166
352,18135952100,0.00003577
439,18135952100,0.00005348
334,18135951900,0.00005551
334,18135951500,0.00002067
1227,18135951500,0.00007387
1226,18135951500,0.00013977
148,18133956500,0.0000009
1648,18133956500,0.00000168
1217,18133956500,0.00000382
1598,18133956500,0.00002407
1224,18133956500,0.0000462
1648,18133956400,0.0000756
163,18133956000,0.0000059
144,18119955500,0.00000078
148,18119955500,0.00004419
139,18109511000,0.00000428
834,18109511000,0.00002909
1710,18109511000,0.00005963
838,18109511000,0.00010379
837,18109511000,0.00010695
1217,18109511000,0.00015051
135,18109511000,0.9997727
144,18109511000,0.99983501
148,18109511000,0.99990784
134,18109511000,0.99994805
149,18109511000,1
834,18109510900,0.00002739
139,18109510900,0.00014706
541,18109510900,0.99818724
580,18109510900,0.99944615
579,18109510900,0.99968156
834,18109510800,0.00000804
139,18109510800,0.00001782
137,18109510800,0.00002633
579,18109510800,0.00013467
136,18109510800,0.0001488
580,18109510800,0.00053995
541,18109510800,0.00079917
153,18109510800,0.0010316
578,18109510800,0.99486216
576,18109510800,0.99972945
577,18109510800,0.99999999
834,18109510702,0.00000002
833,18109510702,0.00001762
135,18109510702,0.00012936
1710,18109510702,0.00014992
579,18109510702,0.00018377
576,18109510702,0.00027056
578,18109510702,0.00151153
153,18109510702,0.99760173
137,18109510702,0.99974989
139,18109510702,0.99978391
136,18109510702,0.9998512
140,18109510702,0.99998586
580,18109510701,0.0000139
144,18109510701,0.00003211
139,18109510701,0.00004693
134,18109510701,0.00005195
135,18109510701,0.00007631
541,18109510701,0.00101362
153,18109510701,0.00129545
578,18109510701,0.00362631
833,18109510701,0.99978544
836,18109510701,0.99984707
834,18109510701,0.99993546
1612,18109510600,0.00000003
153,18109510600,0.00007121
833,18109510600,0.00007889
1710,18109510600,0.00008286
137,18109510600,0.00021284
147,18109510600,0.00024377
143,18109510600,0.99978713
141,18109510600,0.99981139
142,18109510600,0.99991485
138,18109510600,0.99994718
151,18109510600,0.99997053
137,18109510500,0.00001093
140,18109510500,0.00001413
147,18109510500,0.00001928
135,18109510500,0.00002163
837,18109510500,0.00010189
389,18109510500,0.00012426
390,18109510500,0.00020448
159,18109510500,0.00033614
832,18109510500,0.00059262
1710,18109510500,0.9996518
1100,18109510500,0.99998976
1709,18109510500,0.99999999
838,18109510402,0.00003895
1699,18109510402,0.00005885
1712,18109510402,0.00007092
103,18109510402,0.00020421
1224,18109510402,0.00021659
390,18109510402,0.99966573
1598,18109510402,0.99968548
1099,18109510402,0.99990032
1710,18109510401,0.00000249
390,18109510401,0.0000214
148,18109510401,0.00004708
1598,18109510401,0.00029045
837,18109510401,0.99979116
1217,18109510401,0.99984568
838,18109510401,0.99985727
146,18109510300,0.00000544
1699,18109510300,0.00003217
1664,18109510300,0.00005964
835,18109510300,0.0001561
1541,18109510300,0.00019379
175,18109510300,0.99879093
154,18109510300,0.99896583
150,18109510300,0.99976774
1477,18109510300,0.9999901
147,18109510202,0.00000027
1477,18109510202,0.00000991
1100,18109510202,0.00001024
1699,18109510202,0.00009922
1099,18109510202,0.00009967
390,18109510202,0.0001084
175,18109510202,0.00036432
158,18109510202,0.00042864
1216,18109510202,0.00099372
154,18109510202,0.00103415
157,18109510202,0.00160508
832,18109510202,0.9994074
391,18109510202,0.99953845
159,18109510202,0.99958205
835,18109510202,0.99971911
389,18109510202,0.99987573
391,18109510201,0.00003026
835,18109510201,0.00012479
1541,18109510201,0.00019926
150,18109510201,0.00023226
175,18109510201,0.00084474
157,18109510201,0.99839495
1216,18109510201,0.99900628
158,18109510201,0.99940103
146,18109510201,0.99971468
141,18109510100,0.00001812
1710,18109510100,0.00005329
159,18109510100,0.00008181
235,18109510100,0.0001404
1541,18109510100,0.00015827
158,18109510100,0.00017032
263,18109510100,0.00019993
146,18109510100,0.00027989
391,18109510100,0.00043128
234,18109510100,0.00159582
147,18109510100,0.99968242
145,18109510100,0.99999999
152,18109510100,1
156,18109510100,1
160,18109510100,1
155,18109510100,1
90,18107956700,0.00000005
833,18105001402,0.00008086
836,18105001402,0.00009308
836,18105001401,0.00005984
144,18105001401,0.00007809
144,18105001301,0.00005401
823,18097391000,0.00014602
524,18097391000,0.00019064
267,18097391000,0.00024403
1492,18097391000,0.00043397
43,18097391000,0.00064105
1490,18097391000,0.00290285
1489,18097391000,0.00379326
1425,18097391000,0.99928451
248,18097391000,0.99934342
249,18097391000,0.99979353
1092,18097390900,0.00024593
198,18097390900,0.00039852
1488,18097390900,0.00040771
549,18097390900,0.00109182
43,18097390900,0.00140057
1399,18097390900,0.99820787
1487,18097390900,0.99864716
1486,18097390900,0.9994558
1017,18097390900,0.99999996
1594,18097390800,0.00000016
1664,18097390800,0.00001035
1544,18097390800,0.00008567
1463,18097390800,0.00024694
1000,18097390800,0.00026095
1568,18097390800,0.00271601
1285,18097390800,0.00737382
1009,18097390800,0.42949893
189,18097390800,0.72663666
1005,18097390800,0.86354558
1286,18097390800,0.89749998
255,18097390800,0.98264642
1287,18097390800,0.99872805
557,18097390800,0.99950137
186,18097390700,0.00020491
708,18097390700,0.00070439
246,18097390700,0.00076111
242,18097390700,0.00106016
525,18097390700,0.00176514
707,18097390700,0.99816077
706,18097390700,0.99886976
1398,18097390700,0.99944013
1452,18097390600,0.00011541
167,18097390600,0.00037984
484,18097390600,0.00048719
486,18097390600,0.00050565
799,18097390600,0.00055906
868,18097390600,0.0007508
682,18097390600,0.00102168
791,18097390600,0.03638966
191,18097390600,0.99884243
183,18097390600,0.99935692
250,18097390600,0.99952771
178,18097390500,0.00029155
676,18097390500,0.00048403
1124,18097390500,0.00050249
1125,18097390500,0.00077998
1482,18097390500,0.000793
1299,18097390500,0.99712205
193,18097390500,0.99945815
1397,18097390500,1
554,18097390405,0.0000658
594,18097390405,0.00009689
1047,18097390405,0.00019591
556,18097390405,0.00039161
986,18097390405,0.00080656
1190,18097390405,0.5103636
1447,18097390405,0.99921086
236,18097390405,0.99951968
1562,18097390405,0.99983748
594,18097390404,0.00026114
593,18097390404,0.00035079
565,18097390404,0.00078173
1190,18097390404,0.48930336
113,18097390404,0.99939755
556,18097390404,0.99940707
1189,18097390404,0.99980904
314,18097390403,0.00000104
169,18097390403,0.00005664
562,18097390403,0.0001556
33,18097390403,0.00019131
561,18097390403,0.0003256
129,18097390403,0.00040317
889,18097390403,0.00045094
237,18097390403,0.00047967
564,18097390403,0.00051992
238,18097390403,0.00059278
894,18097390403,0.99929328
891,18097390403,0.99946264
239,18097390403,0.99967181
996,18097390403,0.99980422
192,18097390403,0.99983395
233,18097390403,0.99999998
565,18097390402,0.00000028
1562,18097390402,0.00016228
556,18097390402,0.00020131
1447,18097390402,0.00026973
1190,18097390402,0.00033303
561,18097390402,0.00044185
236,18097390402,0.00048034
113,18097390402,0.00060247
237,18097390402,0.99835651
238,18097390402,0.99940722
564,18097390402,0.99948008
1282,18097390402,0.99948094
889,18097390402,0.99954907
129,18097390402,0.99959688
33,18097390402,0.99980868
169,18097390402,0.99994332
562,18097390300,0.00000007
894,18097390300,0.00011823
192,18097390300,0.00016607
13,18097390300,0.00019283
996,18097390300,0.00019578
239,18097390300,0.00032813
765,18097390300,0.00051557
891,18097390300,0.00053738
1517,18097390300,0.99961407
314,18097390300,0.99985256
971,18097390300,0.99986538
562,18097390200,0.00010753
563,18097390200,0.00013763
890,18097390200,0.00032262
1183,18097390200,0.0005428
13,18097390200,0.99912545
765,18097390200,0.9994755
561,18097390102,0.00000024
1180,18097390102,0.00017534
116,18097390102,0.00031914
560,18097390102,0.00044668
1134,18097390102,0.9893192
565,18097390102,0.99069388
555,18097390102,0.99920042
560,18097390101,0.00000024
765,18097390101,0.00000893
1134,18097390101,0.00021682
565,18097390101,0.00033627
563,18097390101,0.00042718
13,18097390101,0.0005851
555,18097390101,0.00079958
561,18097390101,0.99923231
890,18097390101,0.99967739
562,18097390101,0.9997368
1562,18097381205,0.0000002
1447,18097381205,0.0000004
1198,18097381205,0.00032449
1046,18097381205,0.0004235
114,18097381205,0.00050386
592,18097381205,0.00051827
554,18097381205,0.00070792
1047,18097381205,0.99923651
957,18097381205,0.99999998
888,18097381205,1
165,18097381204,0.00000082
896,18097381204,0.00060495
759,18097381204,0.00117007
1198,18097381204,0.00160662
1046,18097381204,0.99870212
12,18097381204,0.99893716
989,18097381203,0.00000016
114,18097381203,0.00042607
165,18097381203,0.00052128
119,18097381203,0.0010408
166,18097381203,0.00112684
1198,18097381203,0.99806892
759,18097381203,0.99882993
1350,18097381201,0.00000016
110,18097381201,0.00000034
12,18097381201,0.00000046
558,18097381201,0.00048997
989,18097381201,0.00050611
572,18097381201,0.0005518
1546,18097381201,0.00065006
896,18097381201,0.99860255
111,18097381201,0.99942317
271,18097381201,0.99945972
165,18097381201,0.99947787
559,18097381201,0.9996341
230,18097381102,0.00000018
111,18097381102,0.00000769
42,18097381102,0.00042656
110,18097381102,0.00047481
758,18097381102,0.00058043
409,18097381102,0.00060144
989,18097381102,0.99919927
1546,18097381102,0.99934997
572,18097381102,0.99944817
46,18097381101,0.00000015
230,18097381101,0.00038347
587,18097381101,0.00053986
370,18097381101,0.00106638
42,18097381101,0.99901574
409,18097381101,0.99939857
758,18097381101,0.99941956
370,18097381002,0.00000028
588,18097381002,0.0005551
42,18097381002,0.00055743
589,18097381002,0.00104288
988,18097381002,0.99873742
969,18097381002,0.99934106
987,18097381002,0.99974307
42,18097381001,0.00000029
989,18097381001,0.00029447
969,18097381001,0.00065892
988,18097381001,0.00096265
114,18097381001,0.99866397
166,18097381001,0.99887316
119,18097381001,0.99895923
172,18097381001,0.99959033
112,18097381001,0.99999996
117,18097381001,1
1562,18097380902,0.00000002
565,18097380902,0.00000759
955,18097380902,0.00011702
1189,18097380902,0.00019091
591,18097380902,0.00032735
592,18097380902,0.00047554
1050,18097380902,0.00052594
1510,18097380902,0.00056958
1212,18097380902,0.00083386
986,18097380902,0.99919345
554,18097380902,0.99922628
594,18097380902,0.99964195
593,18097380902,0.99964887
593,18097380901,0.00000026
987,18097380901,0.00025696
988,18097380901,0.00029989
588,18097380901,0.00031819
114,18097380901,0.0004061
172,18097380901,0.00040969
363,18097380901,0.00044534
955,18097380901,0.00074306
592,18097380901,0.99900618
1510,18097380901,0.99943041
591,18097380901,0.99967266
1049,18097380800,0.0000976
370,18097380800,0.00025608
363,18097380800,0.00055966
45,18097380800,0.00060413
364,18097380800,0.00117731
589,18097380800,0.99895716
588,18097380800,0.99912671
590,18097380800,0.99999996
46,18097380700,0.00028082
368,18097380700,0.00041099
956,18097380700,0.00051466
1049,18097380700,0.00051713
587,18097380700,0.98134811
370,18097380700,0.99867724
45,18097380700,0.99939585
369,18097380700,1
887,18097380600,0.00005666
46,18097380600,0.00010868
979,18097380600,0.00051779
1395,18097380600,0.00069858
587,18097380600,0.01811202
1049,18097380600,0.99900856
956,18097380600,0.99948533
368,18097380600,0.99958901
1395,18097380502,0.00000022
1049,18097380502,0.00029664
1133,18097380502,0.00030563
133,18097380502,0.00102764
1188,18097380502,0.00207824
365,18097380502,0.99850918
367,18097380502,0.998561
366,18097380502,1
1049,18097380501,0.00008008
365,18097380501,0.00104492
367,18097380501,0.00143903
363,18097380501,0.99875201
364,18097380501,0.99882269
1014,18097380404,0.00000027
32,18097380404,0.00011278
1188,18097380404,0.00034934
365,18097380404,0.00044523
404,18097380404,0.00079802
405,18097380404,0.00103929
120,18097380404,0.00106866
848,18097380404,0.00124787
568,18097380404,0.98656501
1133,18097380404,0.99449162
1515,18097380404,0.99999994
404,18097380403,0.00000073
116,18097380403,0.00000304
403,18097380403,0.0004968
568,18097380403,0.00073001
1134,18097380403,0.00844685
1181,18097380403,0.98131473
848,18097380403,0.99875214
1180,18097380403,0.99982463
1202,18097380403,1
593,18097380402,0.00000012
365,18097380402,0.00000071
1134,18097380402,0.00011912
363,18097380402,0.00024298
1133,18097380402,0.00029569
565,18097380402,0.00818027
568,18097380402,0.01270496
1181,18097380402,0.01868526
955,18097380402,0.99913995
1212,18097380402,0.99916613
1050,18097380402,0.99947406
293,18097380300,0.0000004
1008,18097380300,0.00029989
1395,18097380300,0.0003473
1014,18097380300,0.00048005
276,18097380300,0.00084021
295,18097380300,0.00109575
1133,18097380300,0.00490707
1188,18097380300,0.99757241
120,18097380300,0.99839766
133,18097380300,0.99897234
32,18097380300,0.9998872
41,18097380300,1
232,18097380300,1
887,18097380200,0.00008723
293,18097380200,0.00041492
297,18097380200,0.00049282
960,18097380200,0.00078805
1395,18097380200,0.99895389
979,18097380200,0.99948221
408,18097380200,0.99999998
1604,18097380100,0.00000006
263,18097380100,0.00000433
297,18097380100,0.00030825
515,18097380100,0.07147056
517,18097380100,0.07974652
887,18097380100,0.98603405
558,18097380100,0.99910344
126,18097380100,0.99915192
110,18097380100,0.99952484
46,18097380100,0.99961037
230,18097380100,0.99961634
1231,18097380100,0.9996805
29,18097380100,0.99999678
229,18097380100,0.99999953
519,18097380100,1
886,18097380100,1
887,18097370302,0
570,18097370302,0.00000025
229,18097370302,0.00000047
29,18097370302,0.00000327
517,18097370302,0.00008798
263,18097370302,0.0001051
1287,18097370302,0.00035856
456,18097370302,0.00044205
322,18097370302,0.00149905
30,18097370302,0.90207606
515,18097370302,0.92832007
1290,18097370302,0.99999999
130,18097370302,1
47,18097370302,1
1231,18097370301,0.00000243
1664,18097370301,0.00009229
1541,18097370301,0.00016293
515,18097370301,0.00020935
1287,18097370301,0.00084378
30,18097370301,0.09792394
1286,18097370301,0.10247027
1285,18097370301,0.99262618
234,18097370301,0.9984042
263,18097370301,0.99966704
235,18097370301,0.9998596
897,18097370301,0.99999998
297,18097370202,0.00001201
298,18097370202,0.00008451
407,18097370202,0.00014111
526,18097370202,0.0002146
1485,18097370202,0.00062057
570,18097370202,0.0008226
173,18097370202,0.00179036
887,18097370202,0.01382206
885,18097370202,0.60426361
517,18097370202,0.92016549
456,18097370202,0.99955795
226,18097370202,0.99999998
122,18097370202,1
1286,18097370201,0.00002975
1287,18097370201,0.00006963
173,18097370201,0.00014524
557,18097370201,0.00049862
1568,18097370201,0.09483781
1005,18097370201,0.13644999
885,18097370201,0.3909066
322,18097370201,0.99850096
570,18097370201,0.99917717
407,18097370201,0.99985887
413,18097361600,0.00003903
563,18097361600,0.00013978
963,18097361600,0.00017504
893,18097361600,0.00021252
257,18097361600,0.00082416
1431,18097361600,0.00088381
320,18097361600,0.00095774
228,18097361600,0.0011137
1183,18097361600,0.99940987
1439,18097361600,0.99970095
168,18097361600,0.99987703
34,18097361600,0.9999253
518,18097361600,1
1055,18097361400,0.00006292
400,18097361400,0.00024115
3,18097361400,0.00035418
5,18097361400,0.00048645
399,18097361400,0.00052634
963,18097361400,0.00095232
1056,18097361400,0.00100846
6,18097361400,0.00102632
1134,18097361400,0.00189801
403,18097361400,0.00483669
116,18097361400,0.99334006
563,18097361400,0.99929541
560,18097361400,0.99955308
893,18097361400,0.9997875
1280,18097361400,0.99999985
121,18097361400,1
38,18097361400,1
171,18097361400,1
1509,18097361300,0.00000128
3,18097361300,0.00017028
11,18097361300,0.00067415
413,18097361300,0.00070498
950,18097361300,0.00070827
949,18097361300,0.00078969
414,18097361300,0.00084754
797,18097361300,0.00090665
963,18097361300,0.99881282
6,18097361300,0.99897368
5,18097361300,0.99951355
205,18097361200,0.00001319
1055,18097361200,0.00026202
260,18097361200,0.00068213
1509,18097361200,0.00281972
10,18097361200,0.00318546
1056,18097361200,0.99878404
11,18097361200,0.99932589
3,18097361200,0.99947553
1717,18097361100,0.00000102
1056,18097361100,0.00020751
205,18097361100,0.00033898
1481,18097361100,0.00086173
9,18097361100,0.0011511
1640,18097361100,0.00120051
1509,18097361100,0.99665139
10,18097361100,0.99681454
775,18097361100,0.99947726
978,18097361100,0.99992525
1609,18097361000,0.00000023
978,18097361000,0.00007474
1717,18097361000,0.00088057
8,18097361000,0.00103147
951,18097361000,0.00103844
9,18097361000,0.99833213
1640,18097361000,0.99879953
1607,18097360900,0.00000055
1609,18097360900,0.00047868
306,18097360900,0.0010218
768,18097360900,0.00106889
951,18097360900,0.99843468
8,18097360900,0.99896851
1473,18097360900,0.99947538
7,18097360900,0.99999997
4,18097360900,1
306,18097360800,0.00000026
1473,18097360800,0.00052463
951,18097360800,0.00052636
1466,18097360800,0.00139842
174,18097360800,0.99827389
124,18097360800,0.99896598
1472,18097360800,0.99958933
951,18097360700,0.00000055
1472,18097360700,0.00032694
9,18097360700,0.00051677
775,18097360700,0.00052276
1509,18097360700,0.00052755
174,18097360700,0.00064549
124,18097360700,0.001034
949,18097360700,0.99867264
950,18097360700,0.99929173
1472,18097360602,0.00008374
949,18097360602,0.00053763
1466,18097360602,0.00074891
311,18097360602,0.00084966
174,18097360602,0.00108055
414,18097360602,0.99890137
1493,18097360602,0.99938551
948,18097360602,0.99972693
1211,18097360602,0.99999997
311,18097360601,0.0000004
963,18097360601,0.00005983
414,18097360601,0.00025111
948,18097360601,0.00027309
1493,18097360601,0.00061447
39,18097360601,0.00089141
413,18097360601,0.99874115
797,18097360601,0.99909339
412,18097360601,0.9996906
411,18097360601,0.99970017
39,18097360502,0.00000028
411,18097360502,0.00029982
412,18097360502,0.00030943
413,18097360502,0.0005148
1467,18097360502,0.00087519
1284,18097360502,0.00104324
1448,18097360502,0.00165172
228,18097360502,0.99863699
320,18097360502,0.99904225
319,18097360502,0.99949073
1429,18097360502,0.99999999
321,18097360502,1
1284,18097360501,0.00000027
1439,18097360501,0.00004058
34,18097360501,0.00007471
228,18097360501,0.00024928
319,18097360501,0.00050926
179,18097360501,0.00096956
318,18097360501,0.00123852
257,18097360501,0.99859488
1431,18097360501,0.99911616
264,18097360501,0.99940229
487,18097360501,1
1074,18097360501,1
37,18097360405,0.00000018
1467,18097360405,0.00014607
1448,18097360405,0.00054491
123,18097360405,0.00075639
131,18097360405,0.00096609
115,18097360405,0.00112731
179,18097360405,0.99842695
318,18097360405,0.99876144
1284,18097360405,0.99895649
1508,18097360405,0.99981472
895,18097360405,1
485,18097360404,0.00000048
37,18097360404,0.00035045
224,18097360404,0.00044464
1244,18097360404,0.00100728
516,18097360404,0.00105818
36,18097360404,0.00106252
115,18097360404,0.99887267
123,18097360404,0.99893629
1184,18097360404,0.99982982
227,18097360404,0.99999995
1281,18097360404,1
1131,18097360402,0.00000042
128,18097360402,0.00019234
310,18097360402,0.00059934
485,18097360402,0.00089875
1462,18097360402,0.00217457
37,18097360402,0.99895992
410,18097360402,1
128,18097360401,0.0000002
39,18097360401,0.00015215
40,18097360401,0.00046637
37,18097360401,0.00068944
1448,18097360401,0.99780328
1467,18097360401,0.99897877
131,18097360401,0.9990338
1465,18097360401,1
1283,18097360401,1
308,18097360302,0.0000004
307,18097360302,0.0001861
306,18097360302,0.00034214
309,18097360302,0.00052994
1471,18097360302,0.00062421
1466,18097360302,0.99768021
317,18097360302,0.99975341
309,18097360301,0.00000052
1466,18097360301,0.00017246
317,18097360301,0.00024658
1185,18097360301,0.00050953
128,18097360301,0.00068911
39,18097360301,0.99895616
311,18097360301,0.99914993
40,18097360301,0.99953362
1516,18097360202,0.00000005
683,18097360202,0.00054577
1131,18097360202,0.00085498
309,18097360202,0.00088678
128,18097360202,0.99911835
310,18097360202,0.99940069
1185,18097360202,0.99949053
21,18097360201,0.00000085
1470,18097360201,0.00030467
308,18097360201,0.00039141
1516,18097360201,0.00073896
763,18097360201,0.00102228
687,18097360201,0.00102933
309,18097360201,0.99858273
1471,18097360201,0.9993758
774,18097360201,1
1191,18097360102,0.00000059
1093,18097360102,0.00006913
982,18097360102,0.00019701
820,18097360102,0.00034837
1219,18097360102,0.00074842
21,18097360102,0.00113139
972,18097360102,0.00193801
308,18097360102,0.99804299
1470,18097360102,0.9996953
1187,18097360102,1
1608,18097360101,0.00010973
1093,18097360101,0.00019343
1607,18097360101,0.00024527
308,18097360101,0.00156517
306,18097360101,0.9986358
307,18097360101,0.99981391
296,18097358100,0.00000153
526,18097358100,0.00000584
1326,18097358100,0.0001274
1327,18097358100,0.00046036
1328,18097358100,0.00072284
267,18097358100,0.00079394
297,18097358100,0.0374593
298,18097358100,0.99124904
1195,18097358100,0.99999997
267,18097358000,0.00000024
298,18097358000,0.00008597
1425,18097358000,0.00022565
297,18097358000,0.96147275
296,18097358000,0.9996067
296,18097357900,0.00000019
1008,18097357900,0.00000338
297,18097357900,0.00025484
1469,18097357900,0.00132688
292,18097357900,0.00217884
295,18097357900,0.99839736
960,18097357900,0.99921196
293,18097357900,0.99941681
294,18097357900,1
296,18097357800,0.00009404
293,18097357800,0.00016783
102,18097357800,0.00110064
499,18097357800,0.0025458
705,18097357800,0.00594665
292,18097357800,0.99719313
1469,18097357800,0.99845511
1469,18097357600,0.00000044
295,18097357600,0.0005069
120,18097357600,0.00053368
506,18097357600,0.00054499
292,18097357600,0.00062801
1468,18097357600,0.00157358
1014,18097357600,0.99898833
276,18097357600,0.99915976
1008,18097357600,0.99969672
1007,18097357600,1
506,18097357500,0.00000029
402,18097357500,0.0004861
1014,18097357500,0.00053136
400,18097357500,0.00103763
116,18097357500,0.00628171
403,18097357500,0.99466649
405,18097357500,0.9989607
404,18097357500,0.99920126
406,18097357500,1
1057,18097357400,0.00000368
116,18097357400,0.00005605
506,18097357400,0.0006086
125,18097357400,0.00087418
1055,18097357400,0.00125654
400,18097357400,0.99872122
402,18097357400,0.99938297
399,18097357400,0.99947367
401,18097357400,0.99999999
499,18097357300,0.00000102
402,18097357300,0.00013096
1469,18097357300,0.00021757
1057,18097357300,0.00038417
504,18097357300,0.00042866
502,18097357300,0.00109073
505,18097357300,0.00205805
1468,18097357300,0.99842648
506,18097357300,0.99884612
1058,18097357200,0.00028082
500,18097357200,0.00049572
1003,18097357200,0.0006905
502,18097357200,0.00080465
697,18097357200,0.00160837
505,18097357200,0.99794195
504,18097357200,0.99918878
503,18097357200,0.99943471
767,18097357200,1
498,18097357100,0.00027262
499,18097357100,0.00039218
268,18097357100,0.00118488
1003,18097357100,0.0020257
502,18097357100,0.99809758
501,18097357100,0.99948175
500,18097357100,0.99950427
502,18097357000,0.00000701
1427,18097357000,0.00047306
501,18097357000,0.00049182
497,18097357000,0.00049699
102,18097357000,0.00103162
499,18097357000,0.99706093
498,18097357000,0.99926365
764,18097357000,0.99999993
970,18097357000,1
1425,18097356900,0.00006777
296,18097356900,0.00029755
1427,18097356900,0.00035085
705,18097356900,0.99405334
102,18097356900,0.9978678
497,18097356900,0.99950302
522,18097356400,0.00003304
1326,18097356400,0.00019072
1492,18097356400,0.00020318
1425,18097356400,0.00020686
1402,18097356400,0.00054478
708,18097356400,0.00073821
707,18097356400,0.00074549
267,18097356400,0.99896179
524,18097356400,0.99980939
819,18097356400,0.99999993
249,18097356200,0.00000036
268,18097356200,0.00000235
1425,18097356200,0.00015298
1428,18097356200,0.00081671
254,18097356200,0.00176455
1427,18097356200,0.95230276
1426,18097356200,1
501,18097355900,0.00002641
498,18097355900,0.00046382
696,18097355900,0.00074693
1427,18097355900,0.02892687
1003,18097355900,0.9972838
268,18097355900,0.99859198
1058,18097355900,0.99943309
