"Geo","Year","VanPropIcev","VanPropHev","VanPropBev","RailPropIcev","RailPropHev","RailPropEv","BusPropIcev","BusPropHev","BusPropBev"
0,2019,1,0,0,1,0,0,1,0,0
0,2050,1,0,0,1,0,0,1,0,0
1,2019,0.310810810810811,0.689189189189189,0,1,0,0,0.745535714285714,0,0.254464285714286
1,2050,0.310810810810811,0.689189189189189,0,1,0,0,0.692041522491349,0.307958477508651,0
2,2019,1,0,0,1,0,0,1,0,0
2,2050,1,0,0,1,0,0,1,0,0
