"Geo","Year","FwyLaneMi","ArtLaneMi"
0,2019,582.018,2298.089
1,2019,1260.241,3644.038
2,2019,100.634,479.603
0,2050,581.37212297974,1976.78397370259
1,2050,1257.73967812556,3763.22590574308
2,2050,135.555898366221,469.463126037767
