"Geo","Year","ElectricityCI"
1,2019,210.542286666667
2,2019,210.542286666667
3,2019,210.542286666667
4,2019,210.542286666667
5,2019,210.542286666667
6,2019,210.542286666667
7,2019,210.542286666667
8,2019,210.542286666667
9,2019,210.542286666667
10,2019,210.542286666667
11,2019,210.542286666667
12,2019,210.542286666667
13,2019,210.542286666667
14,2019,210.542286666667
15,2019,210.542286666667
16,2019,210.542286666667
17,2019,210.542286666667
18,2019,210.542286666667
19,2019,210.542286666667
20,2019,210.542286666667
21,2019,210.542286666667
22,2019,210.542286666667
23,2019,210.542286666667
24,2019,210.542286666667
25,2019,210.542286666667
26,2019,210.542286666667
27,2019,210.542286666667
28,2019,210.542286666667
29,2019,210.542286666667
30,2019,210.542286666667
31,2019,210.542286666667
32,2019,210.542286666667
33,2019,210.542286666667
34,2019,210.542286666667
35,2019,210.542286666667
36,2019,210.542286666667
37,2019,210.542286666667
38,2019,210.542286666667
39,2019,210.542286666667
40,2019,210.542286666667
41,2019,210.542286666667
42,2019,210.542286666667
43,2019,210.542286666667
44,2019,210.542286666667
45,2019,210.542286666667
46,2019,210.542286666667
47,2019,210.542286666667
48,2019,210.542286666667
49,2019,210.542286666667
50,2019,210.542286666667
51,2019,210.542286666667
52,2019,210.542286666667
53,2019,210.542286666667
54,2019,210.542286666667
55,2019,210.542286666667
56,2019,210.542286666667
57,2019,210.542286666667
58,2019,210.542286666667
59,2019,210.542286666667
60,2019,210.542286666667
61,2019,210.542286666667
62,2019,210.542286666667
63,2019,210.542286666667
64,2019,210.542286666667
65,2019,210.542286666667
66,2019,210.542286666667
67,2019,210.542286666667
68,2019,210.542286666667
69,2019,210.542286666667
70,2019,210.542286666667
71,2019,210.542286666667
72,2019,210.542286666667
73,2019,210.542286666667
74,2019,210.542286666667
75,2019,210.542286666667
76,2019,210.542286666667
77,2019,210.542286666667
78,2019,210.542286666667
79,2019,210.542286666667
80,2019,210.542286666667
1,2050,40.6342833333333
2,2050,40.6342833333333
3,2050,40.6342833333333
4,2050,40.6342833333333
5,2050,40.6342833333333
6,2050,40.6342833333333
7,2050,40.6342833333333
8,2050,40.6342833333333
9,2050,40.6342833333333
10,2050,40.6342833333333
11,2050,40.6342833333333
12,2050,40.6342833333333
13,2050,40.6342833333333
14,2050,40.6342833333333
15,2050,40.6342833333333
16,2050,40.6342833333333
17,2050,40.6342833333333
18,2050,40.6342833333333
19,2050,40.6342833333333
20,2050,40.6342833333333
21,2050,40.6342833333333
22,2050,40.6342833333333
23,2050,40.6342833333333
24,2050,40.6342833333333
25,2050,40.6342833333333
26,2050,40.6342833333333
27,2050,40.6342833333333
28,2050,40.6342833333333
29,2050,40.6342833333333
30,2050,40.6342833333333
31,2050,40.6342833333333
32,2050,40.6342833333333
33,2050,40.6342833333333
34,2050,40.6342833333333
35,2050,40.6342833333333
36,2050,40.6342833333333
37,2050,40.6342833333333
38,2050,40.6342833333333
39,2050,40.6342833333333
40,2050,40.6342833333333
41,2050,40.6342833333333
42,2050,40.6342833333333
43,2050,40.6342833333333
44,2050,40.6342833333333
45,2050,40.6342833333333
46,2050,40.6342833333333
47,2050,40.6342833333333
48,2050,40.6342833333333
49,2050,40.6342833333333
50,2050,40.6342833333333
51,2050,40.6342833333333
52,2050,40.6342833333333
53,2050,40.6342833333333
54,2050,40.6342833333333
55,2050,40.6342833333333
56,2050,40.6342833333333
57,2050,40.6342833333333
58,2050,40.6342833333333
59,2050,40.6342833333333
60,2050,40.6342833333333
61,2050,40.6342833333333
62,2050,40.6342833333333
63,2050,40.6342833333333
64,2050,40.6342833333333
65,2050,40.6342833333333
66,2050,40.6342833333333
67,2050,40.6342833333333
68,2050,40.6342833333333
69,2050,40.6342833333333
70,2050,40.6342833333333
71,2050,40.6342833333333
72,2050,40.6342833333333
73,2050,40.6342833333333
74,2050,40.6342833333333
75,2050,40.6342833333333
76,2050,40.6342833333333
77,2050,40.6342833333333
78,2050,40.6342833333333
79,2050,40.6342833333333
80,2050,40.6342833333333
