"Geo","Year","TransitVanFuelCI","TransitBusFuelCI","TransitRailFuelCI"
0,2019,63.8609117336636,63.8609117336636,63.8609117336636
0,2050,63.8609117336636,63.8609117336636,63.8609117336636
1,2019,63.8609117336636,63.8609117336636,63.8609117336636
1,2050,63.8609117336636,63.8609117336636,63.8609117336636
2,2019,63.8609117336636,63.8609117336636,63.8609117336636
2,2050,63.8609117336636,63.8609117336636,63.8609117336636
