"Geo","Year","PowerCost.2019","FuelCost.2019"
1,2019,0.112456326019821,2.19827776887115
2,2019,0.112456326019821,2.15168085855843
3,2019,0.112456326019821,2.15168085855843
4,2019,0.112456326019821,2.15168085855843
5,2019,0.112456326019821,2.15168085855843
6,2019,0.112456326019821,2.15168085855843
7,2019,0.117340770766212,2.15168085855843
8,2019,0.117340770766212,2.19896301755222
9,2019,0.117340770766212,2.19896301755222
10,2019,0.117340770766212,2.19896301755222
11,2019,0.102243,2.14003163098024
12,2019,0.081504,2.20375975831971
13,2019,0.112456326019821,2.15168085855843
14,2019,0.117340770766212,2.14916828006117
15,2019,0.117340770766212,2.16264483745554
16,2019,0.117340770766212,2.16264483745554
17,2019,0.117340770766212,2.20581550436292
18,2019,0.117340770766212,2.16264483745554
19,2019,0.0675,2.16949732426623
20,2019,0.117340770766212,2.16264483745554
21,2019,0.112456326019821,2.15168085855843
22,2019,0.102243,2.14003163098024
23,2019,0.081504,2.20375975831971
24,2019,0.117340770766212,2.14414312306666
25,2019,0.136967740594129,2.14003163098024
26,2019,0.102243,2.14003163098024
27,2019,0.117340770766212,2.14003163098024
28,2019,0.102243,2.14003163098024
29,2019,0.117340770766212,2.19896301755222
30,2019,0.117340770766212,2.14414312306666
31,2019,0.117340770766212,2.15168085855843
32,2019,0.081504,2.20581550436292
33,2019,0.081504,2.20581550436292
34,2019,0.099021,2.11947417054816
35,2019,0.117340770766212,2.16881207558516
36,2019,0.081504,2.20375975831971
37,2019,0.03845,2.2332254516057
38,2019,0.117340770766212,2.19827776887115
39,2019,0.136967740594129,2.15990384273126
40,2019,0.117340770766212,2.16949732426623
41,2019,0.117340770766212,2.17977605448228
42,2019,0.044018,2.20718600172506
43,2019,0.113550333333333,2.20375975831971
44,2019,0.081504,2.11947417054816
45,2019,0.117340770766212,2.15990384273126
46,2019,0.117340770766212,2.2332254516057
47,2019,0.081504,2.20581550436292
48,2019,0.117340770766212,2.14414312306666
49,2019,0.081504,2.19896301755222
50,2019,0.0952277823625766,2.16949732426623
51,2019,0.11386,2.16881207558516
52,2019,0.117340770766212,2.16264483745554
53,2019,0.102243,2.14003163098024
54,2019,0.0952277823625766,2.19827776887115
55,2019,0.117340770766212,2.17977605448228
56,2019,0.117340770766212,2.20718600172506
57,2019,0.136967740594129,2.14003163098024
58,2019,0.081504,2.20375975831971
59,2019,0.117340770766212,2.20581550436292
60,2019,0.081504,2.20581550436292
61,2019,0.10485,2.15990384273126
62,2019,0.136967740594129,2.14003163098024
63,2019,0.112456326019821,2.15168085855843
64,2019,0.117340770766212,2.15168085855843
65,2019,0.117340770766212,2.15168085855843
66,2019,0.1062,2.15168085855843
67,2019,0.112456326019821,2.15168085855843
68,2019,0.117340770766212,2.15168085855843
69,2019,0.117340770766212,2.15168085855843
70,2019,0.136967740594129,2.14003163098024
71,2019,0.117340770766212,2.14003163098024
1,2050,0.146914803968797,3.60697238180462
2,2050,0.146914803968797,3.56037547149189
3,2050,0.146914803968797,3.56037547149189
4,2050,0.146914803968797,3.56037547149189
5,2050,0.146914803968797,3.56037547149189
6,2050,0.146914803968797,3.56037547149189
7,2050,0.15329592335808,3.56037547149189
8,2050,0.15329592335808,3.60765763048569
9,2050,0.15329592335808,3.60765763048569
10,2050,0.15329592335808,3.60765763048569
11,2050,0.133571945961797,3.54872624391371
12,2050,0.10647817340718,3.61245437125317
13,2050,0.146914803968797,3.56037547149189
14,2050,0.15329592335808,3.55786289299463
15,2050,0.15329592335808,3.571339450389
16,2050,0.15329592335808,3.571339450389
17,2050,0.15329592335808,3.61451011729638
18,2050,0.15329592335808,3.571339450389
19,2050,0.0881831162272362,3.5781919371997
20,2050,0.15329592335808,3.571339450389
21,2050,0.146914803968797,3.56037547149189
22,2050,0.133571945961797,3.54872624391371
23,2050,0.10647817340718,3.61245437125317
24,2050,0.15329592335808,3.55283773600012
25,2050,0.178936921306578,3.54872624391371
26,2050,0.133571945961797,3.54872624391371
27,2050,0.15329592335808,3.54872624391371
28,2050,0.133571945961797,3.54872624391371
29,2050,0.15329592335808,3.60765763048569
30,2050,0.15329592335808,3.55283773600012
31,2050,0.15329592335808,3.56037547149189
32,2050,0.10647817340718,3.61451011729638
33,2050,0.10647817340718,3.61451011729638
34,2050,0.12936267188055,3.52816878348162
35,2050,0.15329592335808,3.57750668851863
36,2050,0.10647817340718,3.61245437125317
37,2050,0.0502317158361071,3.64192006453917
38,2050,0.15329592335808,3.60697238180462
39,2050,0.178936921306578,3.56859845566472
40,2050,0.15329592335808,3.5781919371997
41,2050,0.15329592335808,3.58847066741574
42,2050,0.0575058431124516,3.61588061465852
43,2050,0.148344033214441,3.61245437125317
44,2050,0.10647817340718,3.52816878348162
45,2050,0.15329592335808,3.56859845566472
46,2050,0.15329592335808,3.64192006453917
47,2050,0.10647817340718,3.61451011729638
48,2050,0.15329592335808,3.55283773600012
49,2050,0.10647817340718,3.60765763048569
50,2050,0,3.5781919371997
51,2050,0.148748586868639,3.57750668851863
52,2050,0.15329592335808,3.571339450389
53,2050,0.133571945961797,3.54872624391371
54,2050,0,3.60697238180462
55,2050,0.15329592335808,3.58847066741574
56,2050,0.15329592335808,3.61588061465852
57,2050,0.178936921306578,3.54872624391371
58,2050,0.10647817340718,3.61245437125317
59,2050,0.15329592335808,3.61451011729638
60,2050,0.10647817340718,3.61451011729638
